event_date,f1name,f2name,f1result,f2result,method,method_d,round,time
1/3/15,Brad Tavares,Nate Marquardt,win,loss,Decision,Unanimous,3,5:00
10/26/13,Bradley Scott,Michael Kuiper,win,loss,Submission,Guillotine Choke,1,4:17
5/10/15,Bradley Scott,Dylan Andrews,win,loss,Submission,Guillotine Choke,2,4:54
10/7/05,Branden Lee Hinkle,Sean Gannon,win,loss,TKO,Punches,1,4:14
8/28/13,Brandon Thatch,Justin Edwards,win,loss,TKO,Knees and Punches,1,1:23
11/9/13,Brandon Thatch,Paulo Thiago,win,loss,KO,Knee to the Body,1,2:10
10/3/05,Brandon Vera,Fabiano Scherner,win,loss,TKO,Knees,2,3:22
2/4/06,Brandon Vera,Justin Eilers,win,loss,KO,Head Kick and Knee,1,1:25
5/27/06,Brandon Vera,Assuerio Silva,win,loss,Submission,Guillotine Choke,1,2:39
11/18/06,Brandon Vera,Frank Mir,win,loss,TKO,Punches,1,1:09
7/19/08,Brandon Vera,Reese Andy,win,loss,Decision,Unanimous,3,5:00
3/7/09,Brandon Vera,Michael Patt,win,loss,TKO,Leg Kicks,2,1:27
8/29/09,Brandon Vera,Krzysztof Soszynski,win,loss,Decision,Unanimous,3,5:00
10/29/11,Brandon Vera,Eliot Marshall,win,loss,Decision,Unanimous,3,5:00
5/10/15,Brendan O'Reilly,Vik Grujic,win,loss,Decision,Unanimous,3,5:00
3/21/10,Brendan Schaub,Chase Gormley,win,loss,TKO,Punches,1,0:47
7/3/10,Brendan Schaub,Chris Tuchscherer,win,loss,TKO,Punches,1,1:07
10/23/10,Brendan Schaub,Gabriel Gonzaga,win,loss,Decision,Unanimous,3,5:00
3/19/11,Brendan Schaub,Mirko Filipovic,win,loss,KO,Punch,3,3:44
2/23/13,Brendan Schaub,Lavar Johnson,win,loss,Decision,Unanimous,3,5:00
9/21/13,Brendan Schaub,Matt Mitrione,win,loss,Technical,Submission (Brabo Choke,1,4:06
3/3/11,Brian Bowles,Damacio Page,win,loss,Technical,Submission (Guillotine Choke,1,3:30
7/2/11,Brian Bowles,Takeya Mizugaki,win,loss,Decision,Unanimous,3,5:00
2/27/11,Brian Ebersole,Chris Lytle,win,loss,Decision,Unanimous,3,5:00
8/6/11,Brian Ebersole,Dennis Hallman,win,loss,TKO,Elbows,1,4:28
12/10/11,Brian Ebersole,Claude Patrick,win,loss,Decision,Split,3,5:00
6/22/12,Brian Ebersole,T.J. Waldburger,win,loss,Decision,Unanimous,3,5:00
9/27/14,Brian Ebersole,John Howard,win,loss,Decision,Split,3,5:00
11/21/09,Brian Foster,Brock Larson,win,loss,Submission,Punches,2,3:25
9/15/10,Brian Foster,Forrest Petz,win,loss,TKO,Punches,1,1:07
11/20/10,Brian Foster,Matt Brown,win,loss,Submission,Guillotine Choke,2,2:11
7/12/96,Brian Johnston,Scott Fiedler,win,loss,Submission,Punches,1,2:25
9/20/96,Brian Johnston,Reza Nasri,win,loss,TKO,Strikes,1,0:28
7/6/13,Brian Melancon,Seth Baczynski,win,loss,KO,Punches,1,4:59
7/26/14,Brian Ortega,Mike de la Torre,NC,NC,NC,Overturned by CSAC,1,1:39
6/6/15,Brian Ortega,Thiago Tavares,win,loss,TKO,Punches,3,4:10
1/2/16,Brian Ortega,Diego Brandao,win,loss,Submission,Triangle Choke,3,1:37
9/16/09,Brian Stann,Steve Cantwell,win,loss,Decision,Unanimous,3,5:00
12/5/09,Brian Stann,Rodney Wallace,win,loss,Decision,Unanimous,3,5:00
8/1/10,Brian Stann,Mike Massenzio,win,loss,Submission,Triangle Choke,3,3:10
1/1/11,Brian Stann,Chris Leben,win,loss,TKO,Knee and Punches,1,3:37
5/28/11,Brian Stann,Jorge Santiago,win,loss,TKO,Punches,2,4:29
4/14/12,Brian Stann,Alessio Sakara,win,loss,KO,Punches,1,2:26
12/13/06,Brock Larson,Keita Nakamura,win,loss,Decision,Unanimous,3,5:00
4/1/09,Brock Larson,Jesse Sanders,win,loss,Submission,Rear-Naked Choke,1,2:01
5/23/09,Brock Larson,Mike Pyle,win,loss,Submission,Arm-Triangle Choke,1,3:06
8/9/08,Brock Lesnar,Heath Herring,win,loss,Decision,Unanimous,3,5:00
11/15/08,Brock Lesnar,Randy Couture,win,loss,TKO,Punches,2,3:07
7/11/09,Brock Lesnar,Frank Mir,win,loss,TKO,Punches,2,1:48
7/3/10,Brock Lesnar,Shane Carwin,win,loss,Submission,Arm-Triangle Choke,2,2:19
7/5/14,Bruno Santos,Chris Camozzi,win,loss,Decision,Split,3,5:00
12/13/14,Bryan Barberena,Joe Ellenberger,win,loss,TKO,Punches,3,3:24
1/30/16,Bryan Barberena,Sage Northcutt,win,loss,Submission,Arm-Triangle Choke,2,3:06
12/3/11,Bryan Caraway,Dustin Neace,win,loss,Submission,Rear-Naked Choke,2,3:38
7/21/12,Bryan Caraway,Mitch Gagnon,win,loss,Submission,Rear-Naked Choke,3,1:39
4/27/13,Bryan Caraway,Johnny Bedford,win,loss,Submission,Guillotine Choke,3,4:44
6/7/14,Bryan Caraway,Erik Perez,win,loss,Submission,Rear-Naked Choke,2,1:52
7/25/15,Bryan Caraway,Eddie Wineland,win,loss,Decision,Unanimous,3,5:00
4/13/13,Bubba McDaniel,Gilbert Smith,win,loss,Submission,Triangle Armbar,3,2:49
6/8/12,Buddy Roberts,Caio Magalhaes,win,loss,Decision,Unanimous,3,5:00
7/19/08,C.B. Dollaway,Jesse Taylor,win,loss,Submission,Peruvian Necktie,1,3:58
12/27/08,C.B. Dollaway,Mike Massenzio,win,loss,TKO,Punches,1,3:01
9/16/09,C.B. Dollaway,Jay Silva,win,loss,Decision,Unanimous,3,5:00
2/20/10,C.B. Dollaway,Goran Reljic,win,loss,Decision,Unanimous,3,5:00
9/25/10,C.B. Dollaway,Joe Doerksen,win,loss,Submission,Guillotine Choke,1,2:13
5/26/12,C.B. Dollaway,Jason Miller,win,loss,Decision,Unanimous,3,5:00
1/19/13,C.B. Dollaway,Daniel Sarafian,win,loss,Decision,Split,3,5:00
3/23/14,C.B. Dollaway,Cezar Ferreira,win,loss,KO,Punches,1,0:39
5/31/14,C.B. Dollaway,Francis Carmont,win,loss,Decision,Unanimous,3,5:00
4/19/08,Cain Velasquez,Brad Morris,win,loss,TKO,Punches,1,2:10
7/19/08,Cain Velasquez,Jake O'Brien,win,loss,TKO,Punches,1,2:02
2/7/09,Cain Velasquez,Denis Stojnic,win,loss,TKO,Punches,2,2:34
6/13/09,Cain Velasquez,Cheick Kongo,win,loss,Decision,Unanimous,3,5:00
10/24/09,Cain Velasquez,Ben Rothwell,win,loss,TKO,Punches,2,0:58
2/20/10,Cain Velasquez,Antonio Rodrigo Nogueira,win,loss,KO,Punches,1,2:20
10/23/10,Cain Velasquez,Brock Lesnar,win,loss,TKO,Punches,1,4:12
5/26/12,Cain Velasquez,Antonio Silva,win,loss,TKO,Punches,1,3:36
12/29/12,Cain Velasquez,Junior dos Santos,win,loss,Decision,Unanimous,5,5:00
5/25/13,Cain Velasquez,Antonio Silva,win,loss,TKO,Punches,1,1:21
10/19/13,Cain Velasquez,Junior dos Santos,win,loss,TKO,Slam and Punch,5,3:09
6/8/13,Caio Magalhaes,Karlos Vemola,win,loss,Submission,Rear-Naked Choke,2,2:49
12/7/13,Caio Magalhaes,Nick Ring,win,loss,Decision,Unanimous,3,5:00
4/19/14,Caio Magalhaes,Luke Zachrich,win,loss,TKO,Punches,1,0:44
11/8/14,Caio Magalhaes,Trevor Smith,win,loss,KO,Knee and Punches,1,0:31
5/17/96,Cal Worsham,Zane Frazier,win,loss,TKO,Punches,1,3:14
6/29/01,Caol Uno,Fabiano Iha,win,loss,TKO,Punches,1,1:48
5/10/02,Caol Uno,Yves Edwards,win,loss,Decision,Unanimous,3,5:00
9/27/02,Caol Uno,Din Thomas,win,loss,Decision,Unanimous,3,5:00
11/21/09,Caol Uno,Fabricio Camoes,draw,draw,Draw,Majority,3,5:00
12/12/14,Carla Esparza,Rose Namajunas,win,loss,Submission,Rear-Naked Choke,3,1:26
1/14/12,Carlo Prater,Erick Silva,win,loss,DQ,Punches to Back of Head,1,0:29
9/16/09,Carlos Condit,Jake Ellenberger,win,loss,Decision,Split,3,5:00
6/12/10,Carlos Condit,Rory MacDonald,win,loss,TKO,Punches,3,4:53
10/16/10,Carlos Condit,Dan Hardy,win,loss,KO,Punch,1,4:27
7/2/11,Carlos Condit,Dong Hyun Kim,win,loss,TKO,Flying Knee and Punches,1,2:58
2/4/12,Carlos Condit,Nick Diaz,win,loss,Decision,Unanimous,5,5:00
8/28/13,Carlos Condit,Martin Kampmann,win,loss,TKO,Punches and Knees,4,0:54
5/30/15,Carlos Condit,Thiago Alves,win,loss,TKO,Doctor Stoppage,2,5:00
6/28/14,Carlos Diego Ferreira,Colton Smith,win,loss,Submission,Rear-Naked Choke,1,0:38
8/30/14,Carlos Diego Ferreira,Ramsey Nijem,win,loss,TKO,Punches,2,1:53
1/30/16,Carlos Diego Ferreira,Olivier Aubin-Mercier,win,loss,Decision,Unanimous,3,5:00
11/13/10,Carlos Eduardo Rocha,Kris McCray,win,loss,Submission,Kneebar,1,2:21
5/15/98,Carlos Newton,Bob Gilstrap,win,loss,Submission,Triangle Choke,1,0:52
5/4/01,Carlos Newton,Pat Miletich,win,loss,Submission,Bulldog Choke,3,2:50
11/22/02,Carlos Newton,Pete Spratt,win,loss,Submission,Kimura,1,1:45
10/14/06,Carmelo Marrero,Cheick Kongo,win,loss,Decision,Split,3,5:00
4/13/13,Cat Zingano,Miesha Tate,win,loss,TKO,Knees and Elbow,3,2:55
9/27/14,Cat Zingano,Amanda Nunes,win,loss,TKO,Elbows and Punches,3,1:21
7/19/14,Cathal Pendred,Mike King,win,loss,Technical,Submission (Rear-Naked Choke,2,3:33
10/4/14,Cathal Pendred,Gasan Umalatov,win,loss,Decision,Split,3,5:00
1/18/15,Cathal Pendred,Sean Spencer,win,loss,Decision,Unanimous,3,5:00
6/13/15,Cathal Pendred,Augusto Montano,win,loss,Decision,Unanimous,3,5:00
10/16/98,Cesar Marcussi,Paulo Santos,win,loss,TKO,,1,0:00
6/23/12,Cezar Ferreira,Sergio Moraes,win,loss,Decision,Unanimous,3,5:00
8/3/13,Cezar Ferreira,Thiago Santos,win,loss,Submission,Guillotine Choke,1,0:47
11/9/13,Cezar Ferreira,Daniel Sarafian,win,loss,Decision,Split,3,5:00
6/28/14,Cezar Ferreira,Andrew Craig,win,loss,Decision,Unanimous,3,5:00
4/16/14,Chad Laprise,Olivier Aubin-Mercier,win,loss,Decision,Split,3,5:00
10/4/14,Chad Laprise,Yosdenis Cedeno,win,loss,Decision,Unanimous,3,5:00
4/25/15,Chad Laprise,Bryan Barberena,win,loss,Decision,Unanimous,3,5:00
2/5/11,Chad Mendes,Michihiro Omigawa,win,loss,Decision,Unanimous,3,5:00
8/6/11,Chad Mendes,Rani Yahya,win,loss,Decision,Unanimous,3,5:00
7/7/12,Chad Mendes,Cody McKenzie,win,loss,KO,Punch to the Body,1,0:31
12/15/12,Chad Mendes,Yaotzin Meza,win,loss,KO,Punches,1,1:55
4/20/13,Chad Mendes,Darren Elkins,win,loss,KO,Punches,1,1:08
8/31/13,Chad Mendes,Clay Guida,win,loss,TKO,Punches,3,0:30
12/14/13,Chad Mendes,Nik Lentz,win,loss,Decision,Unanimous,3,5:00
4/4/15,Chad Mendes,Ricardo Lamas,win,loss,TKO,Punches,1,2:45
4/6/06,Chael Sonnen,Trevor Prangley,win,loss,Decision,Unanimous,3,5:00
5/23/09,Chael Sonnen,Dan Miller,win,loss,Decision,Unanimous,3,5:00
10/24/09,Chael Sonnen,Yushin Okami,win,loss,Decision,Unanimous,3,5:00
2/6/10,Chael Sonnen,Nate Marquardt,win,loss,Decision,Unanimous,3,5:00
10/8/11,Chael Sonnen,Brian Stann,win,loss,Submission,Arm-Triangle Choke,2,3:51
1/28/12,Chael Sonnen,Michael Bisping,win,loss,Decision,Unanimous,3,5:00
8/17/13,Chael Sonnen,Mauricio Rua,win,loss,Submission,Guillotine Choke,1,4:47
3/26/11,Chan Sung Jung,Leonard Garcia,win,loss,Submission,Twister,2,4:59
12/10/11,Chan Sung Jung,Mark Hominick,win,loss,KO,Punches,1,0:07
5/15/12,Chan Sung Jung,Dustin Poirier,win,loss,Technical,Submission (Brabo Choke,4,1:07
11/11/06,Charles McCarthy,Gideon Ray,win,loss,Submission,Armbar,1,4:43
8/1/10,Charles Oliveira,Darren Elkins,win,loss,Submission,Armbar,1,0:41
9/15/10,Charles Oliveira,Efrain Escudero,win,loss,Submission,Rear-Naked Choke,3,2:25
6/26/11,Charles Oliveira,Nik Lentz,NC,NC,NC,Lentz Struck by Illegal Knee,2,1:48
1/28/12,Charles Oliveira,Eric Wisely,win,loss,Submission,Calf Slicer,1,1:43
6/1/12,Charles Oliveira,Jonathan Brookins,win,loss,Submission,Guillotine Choke,2,2:42
2/15/14,Charles Oliveira,Andy Ogle,win,loss,Submission,Triangle Choke,3,2:40
6/28/14,Charles Oliveira,Hatsu Hioki,win,loss,Submission,Anaconda Choke,2,4:32
12/12/14,Charles Oliveira,Jeremy Stephens,win,loss,Decision,Unanimous,3,5:00
5/30/15,Charles Oliveira,Nik Lentz,win,loss,Submission,Guillotine Choke,3,1:10
12/19/15,Charles Oliveira,Myles Jury,win,loss,Submission,Guillotine Choke,1,3:05
1/18/15,Charles Rosa,Sean Soriano,win,loss,Submission,Brabo Choke,3,4:43
1/17/16,Charles Rosa,Kyle Bochniak,win,loss,Decision,Unanimous,3,5:00
3/31/10,Charlie Brenneman,Jason High,win,loss,Decision,Unanimous,3,5:00
1/22/11,Charlie Brenneman,Amilcar Alves,win,loss,Decision,Unanimous,3,5:00
6/26/11,Charlie Brenneman,Rick Story,win,loss,Decision,Unanimous,3,5:00
1/20/12,Charlie Brenneman,Daniel Roberts,win,loss,Decision,Unanimous,3,5:00
8/23/14,Chas Skelly,Tom Niinimaki,win,loss,Submission,Rear-Naked Choke,1,2:35
9/5/14,Chas Skelly,Sean Soriano,win,loss,Decision,Unanimous,3,5:00
2/14/15,Chas Skelly,Jim Alers,win,loss,TKO,Punches and Knee,2,4:59
11/7/15,Chas Skelly,Edimilson Souza,win,loss,Submission,Rear-Naked Choke,2,1:56
11/5/11,Che Mills,Chris Cope,win,loss,TKO,Knees and Punches,1,0:40
9/29/12,Che Mills,Duane Ludwig,win,loss,TKO,Knee Injury,1,2:28
7/8/06,Cheick Kongo,Gilbert Aldana,win,loss,TKO,Doctor Stoppage,1,4:13
8/26/06,Cheick Kongo,Christian Wellisch,win,loss,KO,Knee,1,2:51
4/21/07,Cheick Kongo,Assuerio Silva,win,loss,Decision,Majority,3,5:00
9/8/07,Cheick Kongo,Mirko Filipovic,win,loss,Decision,Unanimous,3,5:00
8/9/08,Cheick Kongo,Dan Evensen,win,loss,TKO,Punches,1,4:55
12/27/08,Cheick Kongo,Mostapha Al-Turk,win,loss,TKO,Elbows and Punches,1,4:37
4/18/09,Cheick Kongo,Antoni Hardonk,win,loss,TKO,Punches,2,2:29
3/21/10,Cheick Kongo,Paul Buentello,win,loss,Submission,Elbows to the Body,3,1:16
10/16/10,Cheick Kongo,Travis Browne,draw,draw,Draw,Unanimous,3,5:00
6/26/11,Cheick Kongo,Pat Barry,win,loss,KO,Punch,1,2:39
10/29/11,Cheick Kongo,Matt Mitrione,win,loss,Decision,Unanimous,3,5:00
7/21/12,Cheick Kongo,Shawn Jordan,win,loss,Decision,Unanimous,3,5:00
8/11/12,Chico Camus,Dustin Pague,win,loss,Decision,Unanimous,3,5:00
8/31/13,Chico Camus,Kyung Ho Kang,win,loss,Decision,Unanimous,3,5:00
1/25/14,Chico Camus,Yaotzin Meza,NC,NC,No Contest,,3,5:00
11/22/14,Chico Camus,Brad Pickett,win,loss,Decision,Split,3,5:00
4/26/14,Chris Beal,Patrick Williams,win,loss,KO,Flying Knee,2,1:51
9/5/14,Chris Beal,Tateki Matsuda,win,loss,Decision,Unanimous,3,5:00
3/13/98,Chris Brennan,Courtney Turner,win,loss,Submission,Armbar,1,4:20
6/19/10,Chris Camozzi,James Hammortree,win,loss,Decision,Unanimous,3,5:00
10/23/10,Chris Camozzi,Dongi Yang,win,loss,Decision,Split,3,5:00
1/28/12,Chris Camozzi,Dustin Jacoby,win,loss,Submission,Guillotine Choke,3,1:08
6/22/12,Chris Camozzi,Nick Catone,win,loss,TKO,Doctor Stoppage,3,1:51
10/13/12,Chris Camozzi,Luiz Cane,win,loss,Decision,Unanimous,3,5:00
3/16/13,Chris Camozzi,Nick Ring,win,loss,Decision,Split,3,5:00
8/8/15,Chris Camozzi,Tom Watson,win,loss,Decision,Unanimous,3,5:00
2/21/16,Chris Camozzi,Joe Riggs,win,loss,TKO,Knees,1,0:26
1/22/11,Chris Cariaso,Will Campuzano,win,loss,Decision,Unanimous,3,5:00
11/5/11,Chris Cariaso,Vaughan Lee,win,loss,Decision,Split,3,5:00
2/26/12,Chris Cariaso,Takeya Mizugaki,win,loss,Decision,Unanimous,3,5:00
7/11/12,Chris Cariaso,Josh Ferguson,win,loss,Decision,Unanimous,3,5:00
10/9/13,Chris Cariaso,Iliarde Santos,win,loss,TKO,Punches,2,4:31
2/1/14,Chris Cariaso,Danny Martinez,win,loss,Decision,Unanimous,3,5:00
5/10/14,Chris Cariaso,Louis Smolka,win,loss,Decision,Split,3,5:00
4/21/12,Chris Clements,Keith Wisniewski,win,loss,Decision,Split,3,5:00
11/7/14,Chris Clements,Vik Grujic,win,loss,TKO,Knees and Punches,1,3:06
6/4/11,Chris Cope,Chuck O'Neil,win,loss,Decision,Unanimous,3,5:00
4/18/15,Chris Dempsey,Eddie Gordon,win,loss,Decision,Split,3,5:00
12/11/15,Chris Gruetzemacher,Abner Lloveras,win,loss,Decision,Unanimous,3,5:00
11/30/13,Chris Holdsworth,Davey Grant,win,loss,Submission,Rear-Naked Choke,2,2:10
5/24/14,Chris Holdsworth,Chico Camus,win,loss,Decision,Unanimous,3,5:00
10/4/14,Chris Kelades,Patrick Holohan,win,loss,Decision,Unanimous,3,5:00
8/23/15,Chris Kelades,Chris Beal,win,loss,Decision,Split,3,5:00
4/9/05,Chris Leben,Jason Thacker,win,loss,TKO,Punches,1,1:35
8/6/05,Chris Leben,Patrick Cote,win,loss,Decision,Split,3,5:00
10/3/05,Chris Leben,Edwin Dewees,win,loss,Submission,Armbar,1,3:26
1/16/06,Chris Leben,Jorge Rivera,win,loss,TKO,Punches,1,1:44
4/6/06,Chris Leben,Luigi Fioravanti,win,loss,Decision,Unanimous,3,5:00
8/17/06,Chris Leben,Jorge Santiago,win,loss,KO,Punch,2,0:35
9/19/07,Chris Leben,Terry Martin,win,loss,KO,Punch,3,3:56
3/1/08,Chris Leben,Alessio Sakara,win,loss,TKO,Punches,1,3:16
1/11/10,Chris Leben,Jay Silva,win,loss,Decision,Unanimous,3,5:00
6/19/10,Chris Leben,Aaron Simpson,win,loss,TKO,Punches,2,4:17
7/3/10,Chris Leben,Yoshihiro Akiyama,win,loss,Submission,Triangle Choke,3,4:40
7/2/11,Chris Leben,Wanderlei Silva,win,loss,KO,Punches,1,0:27
4/2/04,Chris Lytle,Tiki Ghosn,win,loss,Submission,Bulldog Choke,2,1:55
8/21/04,Chris Lytle,Ronald Jhun,win,loss,Submission,Guillotine Choke,2,1:17
7/7/07,Chris Lytle,Jason Gilliam,win,loss,Submission,Triangle Kimura,1,2:15
2/2/08,Chris Lytle,Kyle Bradley,win,loss,TKO,Punches,1,0:33
10/18/08,Chris Lytle,Paul Taylor,win,loss,Decision,Unanimous,3,5:00
6/20/09,Chris Lytle,Kevin Burns,win,loss,Decision,Unanimous,3,5:00
2/20/10,Chris Lytle,Brian Foster,win,loss,Submission,Kneebar,1,1:41
7/3/10,Chris Lytle,Matt Brown,win,loss,Submission,Straight Armbar,2,2:02
9/25/10,Chris Lytle,Matt Serra,win,loss,Decision,Unanimous,3,5:00
8/14/11,Chris Lytle,Dan Hardy,win,loss,Submission,Guillotine Choke,3,4:16
2/6/10,Chris Tuchscherer,Tim Hague,win,loss,Decision,Majority,3,5:00
8/30/14,Chris Wade,Cain Carrizosa,win,loss,Technical,Submission (Guillotine Choke,1,1:12
1/18/15,Chris Wade,Lipeng Zhang,win,loss,Decision,Unanimous,3,5:00
6/6/15,Chris Wade,Christos Giagos,win,loss,Decision,Unanimous,3,5:00
1/17/16,Chris Wade,Mehdi Baghdad,win,loss,Submission,Rear-Naked Choke,1,4:30
3/3/11,Chris Weidman,Alessio Sakara,win,loss,Decision,Unanimous,3,5:00
6/11/11,Chris Weidman,Jesse Bongfeldt,win,loss,Submission,Guillotine Choke,1,4:54
11/19/11,Chris Weidman,Tom Lawlor,win,loss,Technical,Submission (Brabo Choke,1,2:07
1/28/12,Chris Weidman,Demian Maia,win,loss,Decision,Unanimous,3,5:00
7/11/12,Chris Weidman,Mark Munoz,win,loss,KO,Elbow and Punches,2,1:37
7/6/13,Chris Weidman,Anderson Silva,win,loss,KO,Punches,2,1:18
12/28/13,Chris Weidman,Anderson Silva,win,loss,TKO,Leg Injury,2,1:16
7/5/14,Chris Weidman,Lyoto Machida,win,loss,Decision,Unanimous,5,5:00
5/23/15,Chris Weidman,Vitor Belfort,win,loss,TKO,Punches,1,2:53
8/9/08,Chris Wilson,Steve Bruno,win,loss,Decision,Unanimous,3,5:00
3/26/11,Christian Morecraft,Sean McCorkle,win,loss,Technical,Submission (Guillotine Choke,2,4:10
12/30/06,Christian Wellisch,Anthony Perosh,win,loss,Decision,Unanimous,3,5:00
9/22/07,Christian Wellisch,Scott Junk,win,loss,Submission,Heel Hook,1,3:19
3/21/15,Christos Giagos,Jorge Antonio Cezario de Oliveira,win,loss,Submission,Rear-Naked Choke,1,3:12
5/15/98,Chuck Liddell,Noe Hernandez,win,loss,Decision,Unanimous,1,12:00
9/24/99,Chuck Liddell,Paul Jones,win,loss,TKO,Punches,1,3:53
12/16/00,Chuck Liddell,Jeff Monson,win,loss,Decision,Unanimous,3,5:00
5/4/01,Chuck Liddell,Kevin Randleman,win,loss,KO,Punches,1,1:18
9/28/01,Chuck Liddell,Murilo Bustamante,win,loss,Decision,Unanimous,3,5:00
1/11/02,Chuck Liddell,Amar Suloev,win,loss,Decision,Unanimous,3,5:00
6/22/02,Chuck Liddell,Vitor Belfort,win,loss,Decision,Unanimous,3,5:00
11/22/02,Chuck Liddell,Renato Sobral,win,loss,KO,Head Kick,1,2:55
4/2/04,Chuck Liddell,Tito Ortiz,win,loss,KO,Punches,2,0:38
8/21/04,Chuck Liddell,Vernon White,win,loss,KO,Punch,1,4:05
4/16/05,Chuck Liddell,Randy Couture,win,loss,KO,Punches,1,2:06
8/20/05,Chuck Liddell,Jeremy Horn,win,loss,TKO,Retirement,4,2:46
2/4/06,Chuck Liddell,Randy Couture,win,loss,KO,Punch,2,1:28
8/26/06,Chuck Liddell,Renato Sobral,win,loss,TKO,Punches,1,1:35
12/30/06,Chuck Liddell,Tito Ortiz,win,loss,TKO,Punches,3,3:59
12/29/07,Chuck Liddell,Wanderlei Silva,win,loss,Decision,Unanimous,3,5:00
6/12/10,Claude Patrick,Ricardo Funch,win,loss,Submission,Guillotine Choke,2,1:48
10/16/10,Claude Patrick,James Wilks,win,loss,Decision,Unanimous,3,5:00
4/30/11,Claude Patrick,Daniel Roberts,win,loss,Decision,Unanimous,3,5:00
7/16/14,Claudia Gadelha,Tina Lahdemaki,win,loss,Decision,Unanimous,3,5:00
8/1/15,Claudia Gadelha,Jessica Aguilar,win,loss,Decision,Unanimous,3,5:00
3/8/14,Claudio Henrique da Silva,Bradley Scott,win,loss,Decision,Unanimous,3,5:00
11/8/14,Claudio Henrique da Silva,Leon Edwards,win,loss,Decision,Split,3,5:00
12/6/14,Clay Collard,Alex White,win,loss,Decision,Unanimous,3,5:00
10/14/06,Clay Guida,Justin James,win,loss,Submission,Rear-Naked Choke,2,4:42
8/25/07,Clay Guida,Marcus Aurelio,win,loss,Decision,Split,3,5:00
4/2/08,Clay Guida,Samy Schiavo,win,loss,TKO,Punches,1,4:15
9/17/08,Clay Guida,Mac Danzig,win,loss,Decision,Unanimous,3,5:00
1/31/09,Clay Guida,Nate Diaz,win,loss,Decision,Split,3,5:00
3/21/10,Clay Guida,Shannon Gugerty,win,loss,Submission,Arm-Triangle Choke,2,3:40
8/7/10,Clay Guida,Rafael dos Anjos,win,loss,Submission,Jaw Injury,3,1:51
1/1/11,Clay Guida,Takanori Gomi,win,loss,Submission,Guillotine Choke,2,4:27
6/4/11,Clay Guida,Anthony Pettis,win,loss,Decision,Unanimous,3,5:00
1/26/13,Clay Guida,Hatsu Hioki,win,loss,Decision,Split,3,5:00
4/11/14,Clay Guida,Tatsuya Kawajiri,win,loss,Decision,Unanimous,3,5:00
4/4/15,Clay Guida,Robbie Peralta,win,loss,Decision,Unanimous,3,5:00
6/4/11,Clay Harvison,Justin Edwards,win,loss,Decision,Split,3,5:00
10/29/11,Clifford Starks,Dustin Jacoby,win,loss,Decision,Unanimous,3,5:00
4/13/13,Clint Hester,Bristol Marunde,win,loss,KO,Elbow,3,3:53
12/7/13,Clint Hester,Dylan Andrews,win,loss,TKO,Doctor Stoppage,2,5:00
2/1/14,Clint Hester,Andy Enz,win,loss,Decision,Unanimous,3,5:00
6/28/14,Clint Hester,Antonio Braga Neto,win,loss,Decision,Split,3,5:00
12/15/12,Cody Donovan,Nick Penner,win,loss,KO,Punches,1,4:35
1/3/15,Cody Garbrandt,Marcus Brimage,win,loss,TKO,Punches,3,4:50
7/11/15,Cody Garbrandt,Enrique Briones,win,loss,Decision,Unanimous,3,5:00
2/21/16,Cody Garbrandt,Augusto Mendes,win,loss,KO,Punches,1,4:18
6/28/14,Cody Gibson,Johnny Bedford,win,loss,TKO,Punch,1,0:38
12/4/10,Cody McKenzie,Aaron Wilkinson,win,loss,Submission,Guillotine Choke,1,2:03
5/15/12,Cody McKenzie,Marcus LeVesseur,win,loss,Submission,Guillotine Choke,1,3:05
4/27/13,Cody McKenzie,Leonard Garcia,win,loss,Decision,Unanimous,3,5:00
7/11/15,Cody Pfister,Yosdenis Cedeno,win,loss,Decision,Unanimous,3,5:00
8/23/14,Colby Covington,Anying Wang,win,loss,Submission,Punches,1,4:50
11/8/14,Colby Covington,Wagner Silva Gomes,win,loss,Submission,Rear-Naked Choke,3,3:26
5/23/15,Colby Covington,Mike Pyle,win,loss,Decision,Unanimous,3,5:00
6/23/07,Cole Miller,Andy Wang,win,loss,TKO,Head Kick and Punches,1,1:10
9/19/07,Cole Miller,Leonard Garcia,win,loss,Decision,Unanimous,3,5:00
7/5/08,Cole Miller,Jorge Gurgel,win,loss,Submission,Triangle Choke,3,4:48
4/1/09,Cole Miller,Junie Allen Browning,win,loss,Submission,Guillotine Choke,1,1:58
1/2/10,Cole Miller,Dan Lauzon,win,loss,Submission,Kimura,1,3:05
9/15/10,Cole Miller,Ross Pearson,win,loss,Submission,Rear-Naked Choke,2,1:49
8/14/11,Cole Miller,T.J. O'Brien,win,loss,Submission,Guillotine Choke,2,2:38
4/13/13,Cole Miller,Bart Palaszewski,win,loss,Submission,Rear-Naked Choke,1,4:23
10/26/13,Cole Miller,Andy Ogle,win,loss,Decision,Unanimous,3,5:00
1/15/14,Cole Miller,Sam Sicilia,win,loss,Submission,Rear-Naked Choke,2,1:54
12/19/15,Cole Miller,Jim Alers,NC,NC,NC,Accidental Eye Poke,2,1:34
12/15/12,Colton Smith,Mike Ricci,win,loss,Decision,Unanimous,3,5:00
4/6/13,Conor McGregor,Marcus Brimage,win,loss,TKO,Punches,1,1:07
8/17/13,Conor McGregor,Max Holloway,win,loss,Decision,Unanimous,3,5:00
